"Förskrivning till människor by varugrupp, kön, åldersgrupp, period and mätvärde"

"varugrupp";"kön";"åldersgrupp";"period";"mätvärde";"Förskrivning till människor"
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"15 - 44";"2024-12";"Förpackningar";124439
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020";"AUP exkl moms";648394244
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020";"Förpackningar";2177767
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021";"AUP exkl moms";702331991
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021";"Förpackningar";2227071
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022";"AUP exkl moms";789602498
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022";"Förpackningar";2308212
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023";"AUP exkl moms";934855559
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023";"Förpackningar";2400042
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024";"AUP exkl moms";1238180760
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024";"Förpackningar";2609131
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-01";"AUP exkl moms";53000467
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-01";"Förpackningar";185589
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-02";"AUP exkl moms";49816039
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-02";"Förpackningar";172060
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-03";"AUP exkl moms";66113435
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-03";"Förpackningar";224576
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-04";"AUP exkl moms";49599421
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-04";"Förpackningar";164881
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-05";"AUP exkl moms";48595669
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-05";"Förpackningar";163016
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-06";"AUP exkl moms";51649259
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-06";"Förpackningar";174191
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-07";"AUP exkl moms";51422992
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-07";"Förpackningar";171040
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-08";"AUP exkl moms";50788425
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-08";"Förpackningar";169109
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-09";"AUP exkl moms";54349364
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-09";"Förpackningar";182378
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-10";"AUP exkl moms";56277752
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-10";"Förpackningar";190793
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-11";"AUP exkl moms";57858706
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-11";"Förpackningar";189046
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-12";"AUP exkl moms";58922714
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2020-12";"Förpackningar";191088
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-01";"AUP exkl moms";54157464
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-01";"Förpackningar";177769
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-02";"AUP exkl moms";53154803
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-02";"Förpackningar";173023
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-03";"AUP exkl moms";60230499
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-03";"Förpackningar";196159
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-04";"AUP exkl moms";55916653
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-04";"Förpackningar";177370
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-05";"AUP exkl moms";56562506
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-05";"Förpackningar";179939
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-06";"AUP exkl moms";60000280
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-06";"Förpackningar";188704
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-07";"AUP exkl moms";56633795
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-07";"Förpackningar";176363
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-08";"AUP exkl moms";57784703
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-08";"Förpackningar";181533
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-09";"AUP exkl moms";60980588
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-09";"Förpackningar";193872
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-10";"AUP exkl moms";60345377
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-10";"Förpackningar";190262
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-11";"AUP exkl moms";61557062
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-11";"Förpackningar";193677
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-12";"AUP exkl moms";65008263
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2021-12";"Förpackningar";198399
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-01";"AUP exkl moms";59280623
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-01";"Förpackningar";184648
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-02";"AUP exkl moms";58383703
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-02";"Förpackningar";178873
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-03";"AUP exkl moms";71602551
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-03";"Förpackningar";215733
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-04";"AUP exkl moms";61217797
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-04";"Förpackningar";180720
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-05";"AUP exkl moms";66053438
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-05";"Förpackningar";194427
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-06";"AUP exkl moms";66808003
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-06";"Förpackningar";191781
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-07";"AUP exkl moms";61938320
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-07";"Förpackningar";174900
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-08";"AUP exkl moms";65917926
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-08";"Förpackningar";188329
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-09";"AUP exkl moms";68204110
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-09";"Förpackningar";197946
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-10";"AUP exkl moms";68400023
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-10";"Förpackningar";198154
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-11";"AUP exkl moms";71788408
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-11";"Förpackningar";204096
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-12";"AUP exkl moms";70007595
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2022-12";"Förpackningar";198607
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-01";"AUP exkl moms";64486090
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-01";"Förpackningar";187609
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-02";"AUP exkl moms";66478363
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-02";"Förpackningar";183672
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-03";"AUP exkl moms";75580181
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-03";"Förpackningar";210578
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-04";"AUP exkl moms";67642774
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-04";"Förpackningar";180115
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-05";"AUP exkl moms";83128425
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-05";"Förpackningar";210671
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-06";"AUP exkl moms";79312420
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-06";"Förpackningar";200870
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-07";"AUP exkl moms";80130513
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-07";"Förpackningar";189693
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-08";"AUP exkl moms";83029506
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-08";"Förpackningar";203528
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-09";"AUP exkl moms";84185863
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-09";"Förpackningar";206869
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-10";"AUP exkl moms";85791314
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-10";"Förpackningar";215127
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-11";"AUP exkl moms";88342291
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-11";"Förpackningar";211984
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-12";"AUP exkl moms";76747819
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2023-12";"Förpackningar";199326
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-01";"AUP exkl moms";94412612
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-01";"Förpackningar";216404
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-02";"AUP exkl moms";89489160
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-02";"Förpackningar";197901
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-03";"AUP exkl moms";94409005
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-03";"Förpackningar";210370
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-04";"AUP exkl moms";102467760
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-04";"Förpackningar";219866
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-05";"AUP exkl moms";102597110
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-05";"Förpackningar";220512
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-06";"AUP exkl moms";96007118
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-06";"Förpackningar";200821
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-07";"AUP exkl moms";101699691
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-07";"Förpackningar";208000
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-08";"AUP exkl moms";108014315
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-08";"Förpackningar";218619
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-09";"AUP exkl moms";107237857
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-09";"Förpackningar";221173
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-10";"AUP exkl moms";114996240
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-10";"Förpackningar";236335
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-11";"AUP exkl moms";111564273
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-11";"Förpackningar";228503
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-12";"AUP exkl moms";115285620
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"45 - 64";"2024-12";"Förpackningar";230628
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020";"AUP exkl moms";512024259
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020";"Förpackningar";1855926
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021";"AUP exkl moms";532019101
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021";"Förpackningar";1860676
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2022";"AUP exkl moms";585543430
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2022";"Förpackningar";1912633
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2023";"AUP exkl moms";634074710
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2023";"Förpackningar";1919123
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2024";"AUP exkl moms";752453832
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2024";"Förpackningar";2009061
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-01";"AUP exkl moms";43623985
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-01";"Förpackningar";163154
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-02";"AUP exkl moms";39637848
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-02";"Förpackningar";147274
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-03";"AUP exkl moms";52426653
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-03";"Förpackningar";188153
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-04";"AUP exkl moms";39191249
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-04";"Förpackningar";143292
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-05";"AUP exkl moms";38471513
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-05";"Förpackningar";139852
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-06";"AUP exkl moms";41291059
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-06";"Förpackningar";149355
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-07";"AUP exkl moms";40790163
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-07";"Förpackningar";146277
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-08";"AUP exkl moms";40162890
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-08";"Förpackningar";144479
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-09";"AUP exkl moms";42388041
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-09";"Förpackningar";155047
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-10";"AUP exkl moms";44010185
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-10";"Förpackningar";161282
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-11";"AUP exkl moms";45011376
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-11";"Förpackningar";159708
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-12";"AUP exkl moms";45019298
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2020-12";"Förpackningar";158053
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-01";"AUP exkl moms";41273672
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-01";"Förpackningar";148221
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-02";"AUP exkl moms";40618065
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-02";"Förpackningar";146245
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-03";"AUP exkl moms";46383093
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-03";"Förpackningar";164231
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-04";"AUP exkl moms";41749058
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-04";"Förpackningar";146326
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-05";"AUP exkl moms";43215393
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-05";"Förpackningar";150170
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-06";"AUP exkl moms";45409445
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-06";"Förpackningar";158507
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-07";"AUP exkl moms";43163716
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-07";"Förpackningar";149134
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-08";"AUP exkl moms";44355705
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-08";"Förpackningar";156246
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-09";"AUP exkl moms";46165437
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-09";"Förpackningar";161209
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-10";"AUP exkl moms";45217934
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-10";"Förpackningar";157795
"A - matsmältningsorgan och ämnesomsättning";"Kvinna";"65 - 74";"2021-11";"AUP exkl moms";46863014
